"Matchcode";"Item number";"Product group";"Manufacturer";"English Name";"German Name";"Name of country of origin";"Weight";"Unit ";"Kind of packaging";"pcs. Per carton";"Price class per piece Price 1";"Price class per piece Price 2";"Price class per piece Price 3";"Vat"
5032619900421;1001;"01-AFP CHIPS+SNACKS";"Royalty";"Malted Milk Biscuit 200g (Royalty)";"Kekse mit Gerstenmalzextrakt";;0,2;"g";"Packung";20;20;40;50;7
01002;1002;"01-AFP CHIPS+SNACKS";;"Butter Biscuits MCV Shortbread 200g";"Mürbeteiggebäck mit Butter";;0,2;"g";"Packung";12;0;0;0;7
5032619900148;1003;"01-AFP CHIPS+SNACKS";"Royalty";"Shortbread Butter Biscuits 200g (Royalty)";"Mürbeteiggebäck mit Butter";;0,2;"g";"Packung";24;24;48;50;7
5032619900025;1005;"01-AFP CHIPS+SNACKS";"Royalty";"Cream Cracker Biscuits 300g (Royalty)";"Kekse mit Creme gefüllt";;0,3;"g";"Packung";18;1;10;50;7
5032619900001;1007;"01-AFP CHIPS+SNACKS";"Royalty";"Digestives Biscuits 400g (Royalty)";"Kekse zur Verdauung";;0,4;"g";"Packung";20;20;40;50;7
5032619900186;1009;"01-AFP CHIPS+SNACKS";"Royalty";"Ginger Nuts Biscuits 300g (Royalty) ";"Kekse aus Ingwer Nüsse";;0,3;"g";"Packung";20;20;40;50;7
750515018501;1016;"01-AFP CHIPS+SNACKS";"Sky Flakes";"Crackers 250g (Sky Flakes)";"Weizen Cracker";;0,25;"g";"Packung";20;0;0;0;7
750515018105;1017;"01-AFP CHIPS+SNACKS";"Sky Flakes";"Crackers 850g (Sky Flakes)";"Weizen Cracker";;0,85;"g";"DOSE";8;0;0;0;7
816387000140;1019;"01-AFP CHIPS+SNACKS";"TG";"Plantain Chips Sweet 85g (TG)";"Bananen Chips, gesüßt";;0,85;"g";"Beutel";20;0;0;0;7
816387000058;1020;"01-AFP CHIPS+SNACKS";"TG";"Plantain Chips Salted 85g (TG)";"Bananen Chips, gesalzen";;0,85;"g";"Beutel";20;0;0;0;7
816387000447;1021;"01-AFP CHIPS+SNACKS";"TG";"Plantain Chips Garlic 85g (TG)";"Bananen Chips mit Knoblauch";;0,85;"g";"Beutel";20;0;0;0;7
816387000065;1022;"01-AFP CHIPS+SNACKS";"TG";"Plantain Chips Spicy 85g (TG) ";"Bananen Chips, scharf gewürzt";;1,7;"g";"Beutel";20;0;0;0;7
01014;1024;"01-AFP CHIPS+SNACKS";"TG";"Plantain Chips Extra Sweet 85g (TG)";"Bananen Chips, sehr gesüßt";;0,85;"g";"Beutel";20;0;0;0;7
5032619900063;1025;"01-AFP CHIPS+SNACKS";"Royalty";"Oaties Biscuits 300g (Royalty)";"Haferkekse";;0,3;"g";"Packung";18;18;36;50;7
5032619900100;1026;"01-AFP CHIPS+SNACKS";"Aheco";"Rich Tea Biscuits 300g (Royalty) ";"Keksrollen";;0,3;"g";"Packung";20;20;40;50;7
72790000119;2002;"02-AFP Cosmetics";;"Magic Shaving Powder (Gold) 127 g/4,5oz";"Rasierpuder";;0,142;"g";"DOSE";;0;0;0;19
697896828292;2003;"02-AFP Cosmetics";;"Rubee Hand & Body Lotion 453ml/16oz";"Hand- und Körperlotion";;0,453;"ml";"Flasche";;0;0;0;19
802535812109;2004;"02-AFP Cosmetics";;"Tcb Hair Food 10oz/283g";"Haarcreme, schützt vor Hitzebehandlungen";;0,283;"g";"DOSE";;0;0;0;19
02005;2005;"02-AFP Cosmetics";;"Blue Duchess Hair Food (Gelb) 426g/15oz";"Haarkur mit Protein und Lanolin";;0,426;"g";"DOSE";;0;0;0;19
2006034285513080;2006;"02-AFP Cosmetics";;"Africa's Best Organics Kids Oil Moisturizer Lotion 217g/8oz";"Kinder Haarlotion ";;0,237;"g";"Flasche";;0;0;0;19
34285530006;2007;"02-AFP Cosmetics";;"Africa's Best No Lye Kit Regular";"Haarglättungscreme";;1;;"Box";;10;20;50;19
34285540005;2009;"02-AFP Cosmetics";;"Africa's Best Organics Kit Regular";"Haarglättungscreme";;1;;"Box";;10;20;50;19
34285541002;2010;"02-AFP Cosmetics";;"Africa's Best Organics Kit Super";"Haarglättungscreme";;1;;"Box";;10;20;50;19
34285561000;2011;"02-AFP Cosmetics";;"Africa's Best Organics Kit Kids Regular";"Haarglättungscreme";;1;;"Box";;0;0;0;19
34285562007;2012;"02-AFP Cosmetics";;"Africa's Best Organics Kit Kids Superior Straightening";"Haarglättungscreme ";;1;;"Box";;0;0;0;19
34285564070;2013;"02-AFP Cosmetics";;"Africa´s Best Organics Kids Hair Scalp 213ml/7.5oz";"Kinder Haarcreme für eine gesunde Kopfhaut";;0,213;"ml";"DOSE";;10;20;50;19
34285565152;2014;"02-AFP Cosmetics";;"Africa's Best Organics Kids Hair Protein Conditioner 426g/15oz";"Kinder Haarspülung mit Proteine";;0,426;"g";"DOSE";;10;20;50;19
34285566043;2015;"02-AFP Cosmetics";;"Africa's Best Organics Kids Soft Hold Styling 114g/4oz";"Kinder Haargel für weichen Halt";;0,114;"g";"DOSE";;0;0;0;19
34285569129;2016;"02-AFP Cosmetics";;"Africa's Best Organics Kids Shea Butter Conditioning Shampoo 355ml/12oz";"Kinder Haarspülung mit Sheabutter";;0,355;"ml";"Flasche";;0;0;0;19
38276905101;2017;"02-AFP Cosmetics";"Luster's";"Pink (Luster's) Oil Moist Lotion 32oz/946ml";"Haarlotion mit Öl";;0,946;"ml";"Flasche";;10;20;50;19
02018;2018;"02-AFP Cosmetics";"Luster's";"Pink (Luster's) Oil Sheen 16oz/473g";"Glanzspray mit Olivenöl";;0,473;"g";"Flasche";;-1;-1;-1;19
38276905255;2019;"02-AFP Cosmetics";"Luster's";"Pink (Luster's) Gel Design 241g/8,5oz";"Haargel";;0,241;"g";"DOSE";;10;20;50;19
38276005399;2020;"02-AFP Cosmetics";"Luster's";"Pink (Luster's) Relaxer Kit Regular";"Haarglättungscreme";;1;;"Box";;0;0;0;19
38276005405;2021;"02-AFP Cosmetics";"Luster's";"Pink (Luster's) Relaxer Kit Super";"Haarglättungscreme";;1;;"Box";;0;0;0;19
38276005726;2022;"02-AFP Cosmetics";"Luster's";"Pink (Luster's) Oil Conditioning Shampoo 590ml/20oz";"Haarshampoo mit ölligen Konditioner";;0,59;"ml";"Flasche";;10;20;50;19
38276005733;2023;"02-AFP Cosmetics";"Luster's";"Pink (Luster's) Oil Revitalizing Conditioner 591ml/20oz";"Haarlotion, Feuchtigkeitsspendend plus Vitamine";;0,591;"ml";"Flasche";;0;0;0;19
38276007119;2024;"02-AFP Cosmetics";;"PCJ Relaxer Kit Child Regular";"Haarglättungsmittel für Kinder";;1;;"Box";;10;20;50;19
38276007133;2025;"02-AFP Cosmetics";;"PCJ Relaxer Kit Women Adult";"Haarglättungsmittel für Erwachsene";;1;;"Box";;0;0;0;19
02026;2026;"02-AFP Cosmetics";;"PCJ Relaxer Kit Child. Super";"Haarglättungsmittel für Kinder";;1;;"Packung";;0;0;0;19
38276007324;2027;"02-AFP Cosmetics";;"PCJ oil Moist. lotion 355ml/12oz";"Öllige Feuchtigkeitslotion";;0,355;"ml";"Flasche";;0;0;0;19
38276007331;2028;"02-AFP Cosmetics";;"PCJ Dentangling Spray 355ml/12oz";"Haarspray, seidig und glatt";;0,355;"ml";"Flasche";;0;0;0;19
38276007348;2029;"02-AFP Cosmetics";;"PCJ New gro- Hairdress 142g/4oz";"Haarrmaske gg. juckende Kopfhaut";;0,142;"g";"DOSE";;0;0;0;19
38276007379;2030;"02-AFP Cosmetics";;"PCJ Moist. Conditi. 355ml/12oz";"Feuchtigkeitsspendender Conditioner";;0,355;"ml";"Flasche";;0;0;0;19
38276008932;2031;"02-AFP Cosmetics";;"S-CURL Combthru Texturizer kit reg";"Haarglättungscreme für lookiges und welliges Haar";;1;;"Box";;0;0;0;19
38276008949;2032;"02-AFP Cosmetics";;"S-CURL Combthru Texturizer kit super";"Haarglättungscreme für lockiges und gewelltes Haar";;1;;"Box";;0;0;0;19
38276008994;2033;"02-AFP Cosmetics";;"S-CURL KIT 2 App Regular";"Haarfarbe für Männer";;1;;"Box";;0;0;0;19
02034;2034;"02-AFP Cosmetics";;"Scurl Wave Pomade 3oz/85g";"Haarcreme für lockiges und widerspenstigem Haar";;0,085;"g";"DOSE";;-1;-1;-1;19
38276009182;2035;"02-AFP Cosmetics";;"S-CURL Wave Gel Activa.(Blau)297g/10,5oz";"Haargel für lockiges und gewelltes Haar";;0,297;"g";"DOSE";;0;0;0;19
38276009250;2036;"02-AFP Cosmetics";;"S-CURL Wave Gel Activa.(LITE)297g/10.5oz";"Haargel für lockiges u. gewelltes Haar (leicht)";;0,297;"g";"DOSE";;10;20;50;19
38276009306;2037;"02-AFP Cosmetics";;"S-CURL Texturizer Styling Gel 298g/10.5oz";"Haargel für trockenes oder naturkrauses Haar";;0,298;"g";"DOSE";;10;20;50;19
38276009311;2038;"02-AFP Cosmetics";;"S-CURL Texturizer Styling spray 236ml/8oz";"Haarspray für gewelltes Haar";;0,236;"ml";"Flasche";;10;20;50;19
38276009502;2039;"02-AFP Cosmetics";;"S-CURL 360styling kit";"Haarglättungscreme für Männer";;1;;"Box";;0;0;0;19
38276051211;2040;"02-AFP Cosmetics";"Luster's";"Pink (Luster's) Oil Moist lotion 12oz/355ml";"Haarlotion mit Öl";;0,355;"ml";"Flasche";;10;20;50;19
38276051426;2041;"02-AFP Cosmetics";"Luster's";"Pink (Luster's) Oil Sheen Spray Ti 326g/11,5oz";"Glanzspray mit Olivenöl";;0,326;"g";"Flasche";;0;0;0;19
38276051525;2042;"02-AFP Cosmetics";"Luster's";"Pink (Luster's) Oil Moist. Hold. Spray 326g/11.5oz";"Haarspray, besonderer Halt";;0,397;"g";"Flasche";;0;0;0;19
38276989859;2043;"02-AFP Cosmetics";;"S-CURL KIT 2 App extra-strength";"Haarfarbe für Männer";;1;;"Box";;0;0;0;19
02044;2044;"02-AFP Cosmetics";;"S-CURL NO DRIP ACTIVATOR 355ml/12oz";"Haarcreme für lockiges Haare";;0,355;"ml";"Flasche";;0;0;0;19
38276990220;2045;"02-AFP Cosmetics";;"S-CURL NO DRIP ACTIVATOR 710ml/24oz";"Haarcreme für lockiges Haar";;0,71;"ml";"Flasche";;0;0;0;19
38276091811;2046;"02-AFP Cosmetics";;"S-CURL Wave Gel Activa.(Blau) 680g/24oz";"Haargel für lockiges und gewelltes Haar";;0,68;;"DOSE";;0;0;0;19
43429110004;2047;"02-AFP Cosmetics";;"Bump Stopper 2 Double Strength 0,5oz/14g";"Nachbehandlungscreme nach der Rasur";;0,014;"g";"Packung";;0;0;0;19
45836001005;2048;"02-AFP Cosmetics";;"Hollywood Beauty Cocoa Butter 7.5 oz (213g)";"Körpercreme mit Kakaobutter";;0,23;"g";"DOSE";;10;20;50;19
02049;2049;"02-AFP Cosmetics";;"Hollywood Beauty Cocoa Butter 708g/25oz";"Körpercreme mit Kakobutter";;0,708;"g";"DOSE";;10;20;50;19
46915412347;2050;"02-AFP Cosmetics";;"Razac Hand & Body Lotion 474ml/16oz";"Hand- und Körperlotion";;0,474;"ml";"Flasche";;10;20;50;19
02052;2052;"02-AFP Cosmetics";;"Otentika F Body milk 300ml/10.6oz";"Körpermilch mit Sheabutter";;0,3;"ml";"Flasche";;-1;-1;-1;19
70596004225;2053;"02-AFP Cosmetics";;"Better Braids Spray /12oz";"Haarspray für schwaches u. strapaziertes Haar";;0,473;;"Flasche";;0;0;0;19
70596004249;2054;"02-AFP Cosmetics";;"Better braids medicated shampoo 355ml/12oz";"Haarshampoo für trockene Kopfhaut u. Schuppen";;0,355;"ml";"Flasche";;0;0;0;19
71130000512;2055;"02-AFP Cosmetics";;"Gentle Treatment No-Lye CrŐme Relaxer Regular Kit";"Haarglättungscreme";;1;;"Box";;0;0;0;19
71130000581;2056;"02-AFP Cosmetics";;"Gentle Treatment Super Relaxer Kit";"Haarglättungscreme";;1;;"Box";;0;0;0;19
71130001908;2057;"02-AFP Cosmetics";;"Gentle Treatment No-Lye CrŐme Relaxer Regular Twin Kit";"Haarglättungscreme";;1;;"Box";;0;0;0;19
71130001915;2058;"02-AFP Cosmetics";;"Gentle Treatment Super Relaxer Twin Kit";"Haarglättungscreme für kräftiges oder starkes Haar";;1;;"Box";;0;0;0;19
02059;2059;"02-AFP Cosmetics";;"Magic Shaving Powder Skin Conditioning (Silber) 142g/5oz";"Hautkonditionierendes Rasierpuder";;0,142;"g";"DOSE";;-1;-1;-1;19
02060;2060;"02-AFP Cosmetics";;"Magic Shaving Powder (Blau) 142g/5oz";"Rasierpuder";;0,142;"g";"DOSE";;0;0;0;19
72790000164;2061;"02-AFP Cosmetics";;"Magic Shaving Powder (Rot) 127 g /4,5oz";"Rasierpuder";;0,142;"g";"DOSE";;0;0;0;19
02062;2062;"02-AFP Cosmetics";;"Magic Shaving Cream Shave Regular 170g/6oz";"Rasiercreme";;0,17;"g";"Tube";;0;0;0;19
02063;2063;"02-AFP Cosmetics";;"Magic Shaving Cream Shave Mild 170g/6oz";"Rasiercreme, mild";;0,17;"g";"Tube";;-1;-1;-1;19
02064;2064;"02-AFP Cosmetics";;"Magic Shaving Cream Shave Smooth 170g/6oz";"Rasiercreme für eine glatte Rasur";;0,17;"g";"Tube";;0;0;0;19
802535831018;2065;"02-AFP Cosmetics";;"Soft and Beautiful ulti. prot.Regular kit";"Haarglättungsmittel";;1;;"Box";;0;0;0;19
02066;2066;"02-AFP Cosmetics";;"Soft and Beautiful ulti. prot.oil spray 318g";"Haar-Ölspray mit Jojoba u. Mandelöl";;0,318;"g";"Flasche";;-1;-1;-1;19
02067;2067;"02-AFP Cosmetics";;"Pro-line Perm Repair 227g/8oz";"Haarcreme f. trockenes und strapaziertes Haar";;0,227;"g";"DOSE";;-1;-1;-1;19
802535887046;2068;"02-AFP Cosmetics";;"Pro-line Hair Food 4,5oz/127g";"Feuchtigkeitsspendende Haar Pflegecreme";;0,127;"g";"DOSE";;0;0;0;19
02069;2069;"02-AFP Cosmetics";;"Pro-Line Perm Repair Set. Lotion 237ml/8oz";;;0,237;;"Flasche";;-1;-1;-1;19
72982002105;2070;"02-AFP Cosmetics";;"Just For Me No-Lye Conditioning Creme Relaxer Regular";"Haarspülung";;0,5;;"Box";;10;20;50;19
72982002112;2071;"02-AFP Cosmetics";;"Just For me Daily Mositurizer Creme 96.3g/3.4oz";"Feuchtigkeitsspendende Creme";;0,096;"g";"DOSE";;0;0;0;19
72982002129;2072;"02-AFP Cosmetics";;"Just For Me Oil Moisturizing Lotion 8oz/236ml";"Haarlotion mit Öl";;0,236;"ml";"Flasche";;0;0;0;19
72982002150;2073;"02-AFP Cosmetics";;"Just For Me Scalp Balm Hairdress 96.3g/3.4oz";"Haarbalsam für sanftes Haar";;0,096;"g";"DOSE";;0;0;0;19
72982002174;2074;"02-AFP Cosmetics";"Just For Me";"Just For Me Conditioner Shampoo 8oz/236ml";"Conditioner und Shampoo";;0,236;"ml";"Flasche";;0;0;0;19
02075;2075;"02-AFP Cosmetics";;"Soft and Beautiful Botanicals  kit sup";"Haarglättungscreme";;1;;"Box";;0;0;0;19
02076;2076;"02-AFP Cosmetics";;"Soft and Beautiful Botanicals  kit reg";"Haarglättungscreme";;1;;"Box";;0;0;0;19
72982003102;2077;"02-AFP Cosmetics";;"Just For Me No-Lye Conditioning Creme Relaxer Super";"Glättungscreme";;0;;"Box";;10;20;50;19
02078;2078;"02-AFP Cosmetics";;"Soft & Beautiful Botanicals Oil Sheen Conditioning Spray 170g/6oz";"Conditioning Spray mit Jojoba u. Mandelöl";;0,17;"g";"DOSE";;-1;-1;-1;19
802535810013;2079;"02-AFP Cosmetics";;"Tcb Olive Oil Kit Regular";"Haarglättungscreme mit Olivenöl";;1;;"Box";;0;0;0;19
802535811010;2080;"02-AFP Cosmetics";;"Tcb Olive Oil Kit Super";"Haarglättungscreme mit Olivenöl";;1;;"Box";;0;0;0;19
02081;2081;"02-AFP Cosmetics";;"Care Free Curl Moisturizer 8oz./237ml";"Haarspray für Locken";;0,237;"ml";"Flasche";;-1;-1;-1;19
02082;2082;"02-AFP Cosmetics";;"Dark & Lovely Beautiful Beginnings Kids Softening Oil Moisturizer 8oz/250ml";"Haaröl für weichmachende Haare für Kinder";;0,25;"ml";"Box";;0;0;0;19
02083;2083;"02-AFP Cosmetics";;"Care Free Curl Moisturizer 16oz./473ml";"Haarspray für Locken";;0,473;"ml";"Flasche";;-1;-1;-1;19
02084;2084;"02-AFP Cosmetics";;"Sportin Waves (Schwarz) Gel Pomade 99.2g/3.5oz";"Haarwachs";;0,099;"g";"DOSE";;12;24;50;19
75285204825;2085;"02-AFP Cosmetics";;"Optimum Care Relaxer Kit Regular";"Haarglättungs-Creme ";;1;;"Box";;10;20;50;19
75285204832;2086;"02-AFP Cosmetics";;"Optimum Care Relaxer kit super";"Haarglättungs-Creme ";;1;;"Box";;0;0;0;19
75610157109;2088;"02-AFP Cosmetics";;"Blue Magic Hair Conditioner Hair Dress (Blau) 340g/12oz";"Haarspülung für eine gesunde Kopfhaut";;0,34;"g";"DOSE";;0;0;0;19
75610159103;2089;"02-AFP Cosmetics";;"Blue Magic Coconut Oil Hair Conditioner (Weiss) 300g/12oz";"Haarspülung mit Kokosnussöl";;0,3;"g";"DOSE";;0;0;0;19
75610161106;2090;"02-AFP Cosmetics";;"Blue Magic Hair Scalp Conditioner (Grün) 300g/12oz";"Haarkonditioner mit Anti-Bruch-Formel";;0,3;"g";"DOSE";;0;0;0;19
75610430103;2091;"02-AFP Cosmetics";;"Sulfur8 Medicated Hair & Scalp Conditioner 50ml/2oz";"Haar- und Kopfhautspülung gg. Schuppen";;0,05;"ml";"DOSE";;10;20;50;19
75610431100;2092;"02-AFP Cosmetics";;"Sulfur8 Hair & Scalp Conditioner 4oz/113 g";"Haarpflege gegen Schuppenbildung";;0,1;"g";"DOSE";;0;0;0;19
75610432107;2093;"02-AFP Cosmetics";;"Sulfur8 Medicated Hair & Scalp Conditioner 200ml/7.25oz";"Haar- und Kopfhautspülung gg. Schuppen";;0,2;"ml";"DOSE";;10;20;50;19
75610441109;2094;"02-AFP Cosmetics";;"Sulfur8 Medicated Shampoo 340ml/11.5oz";"Anti-Schuppen Shampoo";;0,34;"ml";"Flasche";;0;0;0;19
75610445107;2095;"02-AFP Cosmetics";;"Sulfur8 Medicated Braid Spray 356ml/8oz";"Haarkonditioner gegen Schuppenbildung";;0,356;"ml";"Flasche";;10;20;50;19
75724237896;2096;"02-AFP Cosmetics";;"Creme of Nature Moist. Shampoo 250ml/8.45oz";"Haarshampoo mit Sonnenblumenextrakten";;0,25;"ml";"Flasche";;0;0;0;19
75724233027;2097;"02-AFP Cosmetics";;"Creme of Nature Relaxer Kit Reg.";"Haarglättungscreme";;1;;"Packung";;0;0;0;19
02098;2098;"02-AFP Cosmetics";;"Creme of Nature Relaxer Kit Super";"Haarglättungscreme";;1;;"Packung";;-1;-1;-1;19
75724241534;2099;"02-AFP Cosmetics";;"Creme of Nature Det. Cond. Shampoo 946ml/32oz";"Haarshampoo mit Sonnenblumenextrakten";;0,946;"ml";"Flasche";;10;20;50;19
75724244399;2100;"02-AFP Cosmetics";;"Creme of Nature Argan Oil Spray 16oz/473ml";"Haarspray mit Arganöl";;0,473;"ml";"Flasche";;0;0;0;19
75724251632;2101;"02-AFP Cosmetics";;"Creme of Nature Argan Oil Kit Reg.";"Haarglättungscreme mit Arganöl";;1;;"Box";;0;0;0;19
75724251649;2102;"02-AFP Cosmetics";;"Creme of Nature Argan Oil Kit Super";"Haarglättungscreme mit Arganöl";;1;;"Box";;0;0;0;19
75724627116;2103;"02-AFP Cosmetics";;"Revlon N/ Relax Cream Super Jar 425g/15oz";"Haarglättungscreme";;0,425;"g";"DOSE";;10;20;50;19
75724627123;2104;"02-AFP Cosmetics";;"Revlon N/ Relax Cream Reg.Jar 425g/15oz";"Haarglättungscreme";;0,425;"g";"DOSE";;10;20;50;19
75724627130;2105;"02-AFP Cosmetics";;"Revlon N/ Relax Cream Mild Jar 425g/15oz";"Haarglättungscreme";;0,425;"g";"DOSE";;10;20;50;19
76690000149;2106;"02-AFP Cosmetics";;"Florida Water Cologne 7.5oz/221ml";"Haarwasser, Zitrus/Orangenduft mit Lavendel/Nelken";;0,221;"ml";"Flasche";;10;20;50;19
837315000049;2107;"02-AFP Cosmetics";"Dax";"Dax Hair Creme Superneat (Lila) 99 g/305oz";"Haarcreme";;0,114;"g";"DOSE";;0;0;0;19
77315000056;2108;"02-AFP Cosmetics";"Dax";"Dax Hair Wax Green & Gold 99g/3.5oz";"Haarwachs (grün u. gold)";;0,099;"g";"DOSE";;0;0;0;19
77315000292;2109;"02-AFP Cosmetics";"Dax";"Dax Indian Hemp 213g/7.5 oz";"Haaröl für geschädigtes Haar";;0,213;"g";"DOSE";;10;20;50;19
02110;2110;"02-AFP Cosmetics";;"Dudo Soap Medicated 96x150g";"Seife aus natürlichen Zutaten und Kräutern";;0;"g";"Stuck";;1;10;50;19
77315001046;2111;"02-AFP Cosmetics";"Dax";"Dax Kocatah Plus (Schwarz) 3.5 oz.";"Haarpaste aus Kokosöl, Kampfer, Menthol";;0,35;"g";"DOSE";;0;0;0;19
77315002012;2112;"02-AFP Cosmetics";"Dax";"Dax Pomade (Grün) 213g/7.5 oz";"Haarwachs für haltbare Effekte";;0,213;"g";"DOSE";;0;0;0;19
77315002043;2113;"02-AFP Cosmetics";"Dax";"Dax Kocatah Plus (Schwarz) 214g/7.5 oz.";"Haarpaste aus Kokosöl, Kampfer, Menthol";;0,214;"g";"DOSE";;0;0;0;19
77315003019;2114;"02-AFP Cosmetics";"Dax";"Dax Pomade (Grün) 397g/14oz";"Haarwachs für haltbare Effekte";;0,397;"g";"DOSE";;12;20;50;19
77315003026;2115;"02-AFP Cosmetics";"Dax";"Dax Pressing Oil (Weiß) 397g /14oz";"Pflegendes Haarwachs";;0,4;"g";"DOSE";;0;0;0;19
77315003033;2116;"02-AFP Cosmetics";"Dax";"Dax Curling & Waving  Red 397g/14oz";"Haarwachs für lockiges";;0,397;"g";"DOSE";;0;0;0;19
77315003040;2117;"02-AFP Cosmetics";"Dax";"Dax Kocatah Plus (Schwarz) 397g /14oz";"Haarpaste aus Kokosöl, Kampfer, Menthol";;0,4;"g";"DOSE";;0;0;0;19
77315004023;2118;"02-AFP Cosmetics";"Dax";"Dax Vegetable Oil Shampoo 355ml/12oz";"Haarpomade Shampoo gegen Haarwachentfernung";;0,355;"ml";"Flasche";;0;0;0;19
77315006010;2119;"02-AFP Cosmetics";"Dax";"Dax Lanolin 100g/3.5oz";"Haarspülung gg. empfindliches u. gebrochenes Haar";;0,1;"g";"DOSE";;0;0;0;19
77315006027;2120;"02-AFP Cosmetics";"Dax";"Dax Lanolin (Gelb) 213g/ 7.5oz";"Haarspülung gg. empfindliches u. gebrochenes Haar";;0,213;"g";"DOSE";;0;0;0;19
77315006034;2121;"02-AFP Cosmetics";"Dax";"Dax Lanolin (Gelb) 397g/14oz";"Haarspülung gg. empfindliches u. gebrochenes Haar";;0,4;"g";"DOSE";;0;0;0;19
77315009042;2122;"02-AFP Cosmetics";"Dax";"Dax Hair Dress Wave & Groom (Red) 99g/3.5oz";"Haarwachs für starken Halt";;0,099;"g";"DOSE";;0;0;0;19
77315009059;2123;"02-AFP Cosmetics";;"Dax Short and Neat (Blau) 99g/3.5oz";"Haarpomade für weiches und trockenes Haar";;0,099;"g";"DOSE";;0;0;0;19
79896164769;2124;"02-AFP Cosmetics";;"Queen Helene COCOABUT /Lotion 473ml/16oz";"Hand- und Körperlotion mit Kakaobutter";;0,473;"ml";"Flasche";;10;20;50;19
79896174812;2125;"02-AFP Cosmetics";;"Queen Helene COCOA/BUT.L 907g/32oz";"Körperbutter mit Kakao";;0,907;"g";"Flasche";;0;0;0;19
02126;2126;"02-AFP Cosmetics";;"Motions oil Sheen Spray 318g/11.25oz";"Haarspray aus Öl und natürlichen Extrakten";;0,318;"g";"Flasche";;-1;-1;-1;19
02127;2127;"02-AFP Cosmetics";;"Motion Hair and Scalp";"Haar und Pflegespülung";;0,354;;"DOSE";;-1;-1;-1;19
02128;2128;"02-AFP Cosmetics";;"Motions Lavish Shampoo 13oz/384ml";"Haarshampoo mit Seidenproteine und Keratin";;0,384;"ml";"Flasche";;-1;-1;-1;19
02129;2129;"02-AFP Cosmetics";;"Motions Hair Relaxer cream 15oz/425g";"Glättungscreme";;0,425;"g";"DOSE";;-1;-1;-1;19
02130;2130;"02-AFP Cosmetics";;"Vaseline 200g";"Vaseline";;0,2;"g";"DOSE";;0;0;0;19
02132;2132;"02-AFP Cosmetics";;"Care Free Curl Regular Strength 16oz./454g";"Haarwachs für Locken";;0,454;"g";"DOSE";;-1;-1;-1;19
02133;2133;"02-AFP Cosmetics";;"Dop Shampooing(Gelb)400ml";"Feuchtigkeitspendendes Pflegeshampoo";;0,4;"ml";"Flasche";;-1;-1;-1;19
02134;2134;"02-AFP Cosmetics";;"Dop Shampooing(Blau)400ml";"Anti-Schuppen Shampoo";;0,4;"ml";"Flasche";;-1;-1;-1;19
3061376195452;2135;"02-AFP Cosmetics";;"Dark & Lovely Oil Sheen Spray 300ml";"Haar Glanzspray";;0,3;"ml";"Flasche";;0;0;0;19
02136;2136;"02-AFP Cosmetics";;"Clear-N-Smooth Caro Tube";;;1;;"tube";;-1;-1;-1;19
3342960807877;2137;"02-AFP Cosmetics";;"MGC Savon ext.clea.(Red) Soap 100g/3.5oz";"Hautaufhellungsseife";;0,1;"g";"Packung";;0;0;0;19
3342960807884;2138;"02-AFP Cosmetics";;"MGC Savon ext.clea.(Blau) Soap 100g/3.5oz";"Hautaufhellungsseife";;0,1;"g";"Packung";;0;0;0;19
3342960613676;2139;"02-AFP Cosmetics";;"MGC Lotion Extra Clear (Blau) 500ml/16.91oz";"Hautaufhellende Lotion mit AHA plus und Vitamin C";;0,5;"ml";"Flasche";;0;0;0;19
02140;2140;"02-AFP Cosmetics";;"MGC lotion ext.clea.(Rot)500ml";"Hautaufhellende Lotion";;0,5;"ml";"Flasche";;-1;-1;-1;19
02141;2141;"02-AFP Cosmetics";;"MGC Gel ext.clea.(Blau) tube 75ml/2.64oz";"Hautaufhellendes Gel mit Sheabutter und Vitamin E";;0,075;"ml";"Tube";;-1;-1;-1;19
02142;2142;"02-AFP Cosmetics";;"MGC cream ext.clea.(Rot) tube 75ml/2.64oz";"Hautaufhellende Körperlotion mit AHA und Vitamin C";;0,075;"ml";"Tube";;-1;-1;-1;19
3574660217551;2143;"02-AFP Cosmetics";"JohnsonJohnson";"Johnson's Baby Bath 300ml";"Baby Bad & Shampoo";;0,3;"ml";"Flasche";;0;0;0;19
02144;2144;"02-AFP Cosmetics";;"Fair & White Original Exfoliating Soap 200g/7oz";"Peeling Seife, reinigt die Haut";;0,2;"g";"Packung";;0;0;0;19
877917005479;2145;"02-AFP Cosmetics";;"Fair & White Original Anti-bacterial Black Soap 200g/7oz";"Antibakterielle schwarze Seife";;0,2;"g";"Packung";;0;0;0;19
02146;2146;"02-AFP Cosmetics";;"Fair & White Original AHA Body Lotion 500g/17.6oz";"Körperlotion mit AHA, verleiht Feuchtigkeit";;0,5;"g";"Flasche";;0;0;0;19
877917005448;2147;"02-AFP Cosmetics";;"Fair & White Fair Moisturising Body Cream 400g/13.52oz";"Körpercreme für langanhaltende Feuchtigkeit";;0,4;"g";"DOSE";;10;20;50;19
02148;2148;"02-AFP Cosmetics";;"HT 26 Multi eclair. body lotion 500ml/17,6oz";"Körperlotion";;0,5;"ml";"Flasche";;-1;-1;-1;19
881836180421;2149;"02-AFP Cosmetics";;"X - Pression Braid alle color";"Haarverlängerung (diverse Farben)";;0;;"stück";;10;20;50;19
